datum;nachname;anzahl;jahr
2011-12-31;Rettenmund;7;2011
2022-12-31;Mahenthirarajah;4;2022
2014-12-31;Koffel;6;2014
2018-12-31;Antonaci;6;2018
2011-12-31;Binz;12;2011
2018-12-31;Agostini;5;2018
2016-12-31;Storer;4;2016
2015-12-31;Rasser;6;2015
2013-12-31;Saidani;6;2013
2021-12-31;Ehrler;7;2021
2020-12-31;Rebmann;26;2020
2021-12-31;Csontos;6;2021
2021-12-31;Hidalgo;4;2021
2022-12-31;Kirlitas;6;2022
2011-12-31;Spahr;5;2011
2013-12-31;Schick;12;2013
2012-12-31;Winzenried;9;2012
2017-12-31;Benedetti;13;2017
2011-12-31;Kabadayi;4;2011
2018-12-31;D'Onofrio;4;2018
2015-12-31;de Vito;8;2015
2021-12-31;Biechele;5;2021
2019-12-31;Nissen;7;2019
2020-12-31;Yaz;7;2020
2012-12-31;Ulbricht;5;2012
2012-12-31;Ölmez;5;2012
2022-12-31;Kakar;5;2022
2021-12-31;Mazander;5;2021
2015-12-31;Riss;8;2015
2018-12-31;Chastonay;6;2018
2012-12-31;Saracista;8;2012
2020-12-31;Musfeld;6;2020
2018-12-31;Müllershausen;4;2018
2018-12-31;Karapinar;13;2018
2015-12-31;Godenzi;4;2015
2016-12-31;Puglisi;43;2016
2019-12-31;Eisenhut;4;2019
2013-12-31;Krasniqi;120;2013
2012-12-31;Gökalp;10;2012
2015-12-31;Stengel;4;2015
2020-12-31;Dienger;5;2020
2018-12-31;Theurillat;15;2018
2016-12-31;Billington;4;2016
2020-12-31;Engelberger;13;2020
2022-12-31;Wismer;7;2022
2021-12-31;Urban;13;2021
2013-12-31;Bedioui;4;2013
2013-12-31;Knechtle;4;2013
2021-12-31;Oser;37;2021
2022-12-31;Ochsner;24;2022
2017-12-31;Demiri;49;2017
2014-12-31;Ouertani;4;2014
2013-12-31;Diop;8;2013
2014-12-31;Röthlisberger;61;2014
2018-12-31;Ostovic;4;2018
2020-12-31;De Donatis;4;2020
2018-12-31;Luu;25;2018
2012-12-31;Olah;9;2012
2013-12-31;Dietsche;24;2013
2017-12-31;Ben Mimoun;4;2017
2019-12-31;Yavuzer;4;2019
2021-12-31;Özcevik;4;2021
2011-12-31;Evard;11;2011
2015-12-31;Vogelsanger;6;2015
2012-12-31;Sezer;6;2012
2020-12-31;Bitonti;4;2020
2022-12-31;Mühlberger;4;2022
2022-12-31;Appapillai;4;2022
2022-12-31;Luvuezo;7;2022
2014-12-31;Ahmarani;5;2014
2019-12-31;Vella;4;2019
2022-12-31;Gamba;5;2022
2020-12-31;Valladiyil;4;2020
2020-12-31;Smit;8;2020
2020-12-31;Wallimann;5;2020
2018-12-31;Klingele;9;2018
2022-12-31;de Vito;8;2022
2021-12-31;Schär;91;2021
2014-12-31;Iseni;33;2014
2014-12-31;Reumer;7;2014
2011-12-31;Stehlik;4;2011
2022-12-31;Dushi;4;2022
2019-12-31;Wisler;9;2019
2012-12-31;Ehlers;7;2012
2017-12-31;Heuberger;23;2017
2011-12-31;Fritschi;14;2011
2019-12-31;Altunbas;5;2019
2017-12-31;Hunter;11;2017
2014-12-31;Selimi;57;2014
2015-12-31;Shahin;6;2015
2016-12-31;Stückelberger;9;2016
2022-12-31;Blattmann;24;2022
2019-12-31;Kieser;4;2019
2019-12-31;Crelier;5;2019
2013-12-31;Sakotic;4;2013
2019-12-31;Cakmak;5;2019
2019-12-31;Raia;5;2019
2019-12-31;Bielander;8;2019
2011-12-31;Weitnauer;4;2011
2011-12-31;Zairi;6;2011
2018-12-31;David;16;2018
2017-12-31;Kumar;36;2017
2014-12-31;Atesci;4;2014
2022-12-31;Arbenz;6;2022
2022-12-31;Loffredo;8;2022
2015-12-31;Wartmann;5;2015
2022-12-31;Hossaini;5;2022
2013-12-31;Schweighoffer;7;2013
2019-12-31;Brauchli;4;2019
2022-12-31;Leimgruber;16;2022
2022-12-31;Miftari;14;2022
2011-12-31;Nemeth;14;2011
2012-12-31;Asal;14;2012
2011-12-31;Breitenmoser;17;2011
2018-12-31;Demirtok;16;2018
2019-12-31;Mulaj;58;2019
2022-12-31;Regis;9;2022
2018-12-31;Ansmann;5;2018
2015-12-31;Ünek;4;2015
2017-12-31;Brian;6;2017
2019-12-31;Jeanguenat;4;2019
2013-12-31;Gray;14;2013
2020-12-31;Fridman;5;2020
2016-12-31;D'Amelio;7;2016
2022-12-31;Alii;4;2022
2021-12-31;Denzer;6;2021
2012-12-31;Gramelsbacher;12;2012
2021-12-31;Schaad;39;2021
2014-12-31;Casciaro;7;2014
2013-12-31;Hablützel;13;2013
2022-12-31;Liechty;4;2022
2012-12-31;Abgottspon;13;2012
2020-12-31;Al Bachir;4;2020
2021-12-31;Preuss;6;2021
2012-12-31;Frühauf;8;2012
2022-12-31;Abdi;16;2022
2011-12-31;Janosevic;11;2011
2020-12-31;Duspara;18;2020
2020-12-31;Burtscher;22;2020
2016-12-31;Caneda;4;2016
2022-12-31;de Kalbermatten;6;2022
2018-12-31;Çolak;5;2018
2018-12-31;Rigling;4;2018
2019-12-31;Hirzel;5;2019
2022-12-31;Wechsler;13;2022
2012-12-31;Naish;4;2012
2021-12-31;Fener;6;2021
2014-12-31;Ramsauer;7;2014
2011-12-31;Dreyfus;23;2011
2020-12-31;Sommerfeld;7;2020
2012-12-31;Knopp;10;2012
2012-12-31;Zmoos;10;2012
2022-12-31;Kury;11;2022
2019-12-31;Tiefenbacher;4;2019
2015-12-31;Rossier;7;2015
2018-12-31;Musfeld;8;2018
2015-12-31;Riedel;13;2015
2022-12-31;Saracino;16;2022
2019-12-31;Köpfer;11;2019
2019-12-31;Rudmann;11;2019
2012-12-31;Henzler;5;2012
2019-12-31;Cavelti;4;2019
2022-12-31;Baer;11;2022
2011-12-31;Di Pace;4;2011
2013-12-31;Leinweber;7;2013
2012-12-31;Sindin;4;2012
2014-12-31;Gambino;25;2014
2018-12-31;Weltner;6;2018
2017-12-31;Gündogan;5;2017
2015-12-31;Brunold;7;2015
2011-12-31;Gutbrod;8;2011
2020-12-31;Syla;33;2020
2013-12-31;Aliev;5;2013
2020-12-31;Gmünder;7;2020
2016-12-31;Strüby;5;2016
2016-12-31;Ghebressilasie;6;2016
2015-12-31;Mehmed;4;2015
2012-12-31;Asma;8;2012
2011-12-31;Bah;8;2011
2017-12-31;Pamuk;14;2017
2020-12-31;Apitz;4;2020
2021-12-31;Wohlwender;6;2021
2021-12-31;Mayseless;5;2021
2016-12-31;Wenk;100;2016
2013-12-31;Riedl;4;2013
2014-12-31;Dirlik;5;2014
2020-12-31;Rajesh;4;2020
2022-12-31;Muriq;7;2022
2019-12-31;Migliazza;4;2019
2017-12-31;Voll;4;2017
2014-12-31;Almeida;47;2014
2014-12-31;Tunjic;24;2014
2011-12-31;Werder;15;2011
2019-12-31;Gottardi;4;2019
2019-12-31;Rousseau;8;2019
2017-12-31;Roller;6;2017
2021-12-31;Hazenkamp;4;2021
2012-12-31;Picciolo;7;2012
2013-12-31;Schwan;7;2013
2017-12-31;Bekjiri;6;2017
2017-12-31;Rosania;4;2017
2017-12-31;Gogic;5;2017
2022-12-31;Philipp;27;2022
2011-12-31;Bugnon;4;2011
2016-12-31;Ben Ahmed;4;2016
2013-12-31;Elsner;5;2013
2018-12-31;Piratheepan;4;2018
2012-12-31;Andrey;6;2012
2013-12-31;Raveendran;4;2013
2018-12-31;Seth;7;2018
2015-12-31;Prado;4;2015
2013-12-31;Bigliel;5;2013
2022-12-31;Yenitürk;5;2022
2013-12-31;Tirelli;4;2013
2016-12-31;Francisco;16;2016
2017-12-31;Galluccio;14;2017
2012-12-31;Göhring;7;2012
2012-12-31;Mumenthaler;31;2012
2018-12-31;Haltiner;5;2018
2015-12-31;Härdi;4;2015
2014-12-31;Lock;4;2014
2013-12-31;Senti;4;2013
2014-12-31;Mucaj;5;2014
2013-12-31;Bardet;4;2013
2012-12-31;da Conceicao;4;2012
2013-12-31;Bärtsch;6;2013
2013-12-31;Blindenbacher;5;2013
2022-12-31;Maul;6;2022
2022-12-31;Fagagnini;4;2022
2019-12-31;Maske;4;2019
2016-12-31;Adam;37;2016
2011-12-31;Iljazi;8;2011
2014-12-31;Erb;50;2014
2018-12-31;Hertzog;4;2018
2012-12-31;Kopp;57;2012
2015-12-31;Ajanovic;7;2015
2019-12-31;Ignacio;7;2019
2015-12-31;Kovacs;28;2015
2022-12-31;Tasch;5;2022
2019-12-31;Aksin;9;2019
2015-12-31;Benedetti;13;2015
2017-12-31;Sulzer;11;2017
2012-12-31;Gramm;7;2012
2017-12-31;Emrulaj;7;2017
2015-12-31;Beuttner;4;2015
2011-12-31;Engesser;5;2011
2013-12-31;Anliker;14;2013
2013-12-31;Rivolta;16;2013
2020-12-31;Mermoud;5;2020
2017-12-31;Daltrop;4;2017
2021-12-31;Allam;4;2021
2011-12-31;Binkert;27;2011
2011-12-31;Devonas;4;2011
2021-12-31;von Burg;18;2021
2018-12-31;Bah;12;2018
2013-12-31;Hussain;10;2013
2018-12-31;Imoula;6;2018
2015-12-31;Shali;4;2015
2013-12-31;Balboni;4;2013
2020-12-31;Leinweber;6;2020
2014-12-31;Solomon;11;2014
2021-12-31;Zogg;14;2021
2022-12-31;Redjepi;32;2022
2013-12-31;Maxharraj;4;2013
2021-12-31;Piscazzi;5;2021
2015-12-31;Aydogan;5;2015
2015-12-31;Kroo;4;2015
2018-12-31;De la Rosa;4;2018
2012-12-31;Sökmen;5;2012
2013-12-31;Silveira;7;2013
2015-12-31;Holz;9;2015
2011-12-31;Salzmann;33;2011
2019-12-31;Cesana;5;2019
2012-12-31;Doyon;6;2012
2019-12-31;Weldu;4;2019
2016-12-31;Yazicioglu;8;2016
2017-12-31;Deveci;18;2017
2013-12-31;Voltz;13;2013
2012-12-31;Eschmann;8;2012
2020-12-31;Gampouris;4;2020
2016-12-31;Schönberger;9;2016
2015-12-31;Meindl;6;2015
2012-12-31;Veloso;6;2012
2016-12-31;Arnet;13;2016
2016-12-31;Özhan;4;2016
2020-12-31;Götte;4;2020
2020-12-31;Göl;4;2020
2017-12-31;Maier;106;2017
2017-12-31;Henneberg;4;2017
2019-12-31;Friedlin;17;2019
2018-12-31;Denes;6;2018
2015-12-31;Vest;4;2015
2011-12-31;Fluck;4;2011
2014-12-31;Pfister;113;2014
2011-12-31;Uzun;10;2011
2011-12-31;Flück;36;2011
2022-12-31;Catania;12;2022
2013-12-31;Pranjic;4;2013
2019-12-31;Busch;28;2019
2021-12-31;Winiger;14;2021
2017-12-31;Pan;6;2017
2013-12-31;Renold;5;2013
2013-12-31;Brutschin;10;2013
2012-12-31;Perret;15;2012
2020-12-31;Leutwyler;21;2020
2017-12-31;Castillejos;7;2017
2013-12-31;Mack;15;2013
2012-12-31;Marsilii;6;2012
2020-12-31;Yemafack;4;2020
2014-12-31;Lochmann;5;2014
2013-12-31;Jusufi;60;2013
2016-12-31;Petrovic;89;2016
2014-12-31;Balcerak;4;2014
2019-12-31;Padavil;7;2019
2016-12-31;Appel;8;2016
2022-12-31;Benedetti;14;2022
2022-12-31;Schürmann;42;2022
2022-12-31;Ajanovic;5;2022
2020-12-31;Müllershausen;4;2020
2019-12-31;Bär;50;2019
2012-12-31;Sternberg;4;2012
2014-12-31;Aerni;22;2014
2012-12-31;Zurkinden;24;2012
2019-12-31;Berberat;5;2019
2011-12-31;Lupp;7;2011
2013-12-31;Wu;14;2013
2012-12-31;Sadriu;5;2012
2021-12-31;Ebneter;6;2021
2013-12-31;Selva;4;2013
2017-12-31;Havalda;5;2017
2014-12-31;Fatiras;5;2014
2018-12-31;Di Pietro;5;2018
2015-12-31;Sandim;9;2015
2014-12-31;Dimkin;4;2014
2016-12-31;Gilgin;9;2016
2011-12-31;Gurri;5;2011
2020-12-31;Bender;28;2020
2017-12-31;Weizenegger;4;2017
2012-12-31;Bieler;9;2012
2022-12-31;Wiesli;6;2022
2011-12-31;Leon;6;2011
2013-12-31;Peiser;5;2013
2016-12-31;Pfefferli;6;2016
2011-12-31;Karsatsang;4;2011
2014-12-31;Rahm;8;2014
2022-12-31;Gonçalves;33;2022
2013-12-31;Jürgens;4;2013
2018-12-31;Rohner;61;2018
2021-12-31;Casciaro;8;2021
2021-12-31;Duss;4;2021
2016-12-31;Sass;4;2016
2017-12-31;Ferizi;10;2017
2014-12-31;Schnelli;4;2014
2012-12-31;de Filippo;6;2012
2017-12-31;Gauch;5;2017
2013-12-31;Wallis;4;2013
2012-12-31;Palladino;12;2012
2018-12-31;Mansuthan;4;2018
2015-12-31;Roulet;8;2015
2022-12-31;Carneiro;13;2022
2013-12-31;Grosse;11;2013
2020-12-31;Schriber;10;2020
2021-12-31;Tebane;4;2021
2012-12-31;Schilling;49;2012
2016-12-31;Rychen;11;2016
2021-12-31;Milosevic;32;2021
2012-12-31;Popp;8;2012
2014-12-31;Morillo;7;2014
2019-12-31;Biniasch;4;2019
2013-12-31;Günter;14;2013
2016-12-31;Marrer;10;2016
2014-12-31;Severino;4;2014
2021-12-31;Ladner;7;2021
2012-12-31;Regez;5;2012
2014-12-31;Römmelt;5;2014
2016-12-31;Sethia;4;2016
2016-12-31;Equey;4;2016
2011-12-31;Schüpfer;16;2011
2022-12-31;Wicki;63;2022
2014-12-31;Muringer;4;2014
2013-12-31;Rotzler;16;2013
2014-12-31;Kastrati;30;2014
2018-12-31;Hirsig;4;2018
2013-12-31;Schärz;5;2013
2016-12-31;Ivecen;5;2016
2015-12-31;Birol;7;2015
2011-12-31;Frieden;12;2011
2020-12-31;Trokhymchuk;4;2020
2016-12-31;Rickli;39;2016
2016-12-31;Süntar;5;2016
2012-12-31;Altwegg;17;2012
2019-12-31;Fehlbaum;16;2019
2013-12-31;Bekiri;13;2013
2019-12-31;Zulic;7;2019
2020-12-31;Selvam;7;2020
2015-12-31;Bezler;5;2015
2016-12-31;Alapinar;4;2016
2012-12-31;Kamber;47;2012
2020-12-31;Aliev;4;2020
2019-12-31;Neuhofer;6;2019
2021-12-31;Cakan;8;2021
2016-12-31;Hauser;116;2016
2017-12-31;Aggeler;14;2017
2016-12-31;Mihajlovic;20;2016
2022-12-31;Ingrao;6;2022
2019-12-31;Ceccaroni;5;2019
2019-12-31;Ensner;6;2019
2018-12-31;Baker;5;2018
2018-12-31;Moos;11;2018
2021-12-31;Illes;9;2021
2011-12-31;Schlauri;7;2011
2014-12-31;Wohlwender;6;2014
2019-12-31;Bro;5;2019
2020-12-31;Okutan;20;2020
2015-12-31;Zanocco;4;2015
2019-12-31;Bartolini;4;2019
2014-12-31;Salomon;12;2014
2022-12-31;Amiri;11;2022
2012-12-31;Kind;6;2012
2013-12-31;Meruva;4;2013
2020-12-31;Szabó;6;2020
2016-12-31;Traub;22;2016
2018-12-31;Cullmann;4;2018
2013-12-31;Testa;24;2013
2015-12-31;Saltik;6;2015
2012-12-31;Sautter;13;2012
2012-12-31;Widler;8;2012
2021-12-31;Refardt;4;2021
2022-12-31;Dreher;24;2022
2020-12-31;Balint;8;2020
2019-12-31;Das;25;2019
2011-12-31;Isbert;9;2011
2022-12-31;Blumer;37;2022
2018-12-31;Orsini;11;2018
2012-12-31;Wiedemann;15;2012
2013-12-31;Gal;4;2013
2021-12-31;Näf;70;2021
2020-12-31;Meili;20;2020
2018-12-31;Werder;13;2018
2020-12-31;Bärtsch;6;2020
2020-12-31;Bartsch;16;2020
2019-12-31;Misovski;5;2019
2021-12-31;Wroblewski;4;2021
2012-12-31;Santamaria;6;2012
2016-12-31;von Büren;28;2016
2017-12-31;Schmocker;13;2017
2013-12-31;Serra;12;2013
2013-12-31;Beimler;6;2013
2018-12-31;Feld;12;2018
2020-12-31;Malesevic;4;2020
2021-12-31;Kastrati;31;2021
2021-12-31;Berli;18;2021
2017-12-31;Kutluata;9;2017
2016-12-31;Ringele;5;2016
2014-12-31;Qelaj;7;2014
2011-12-31;Maffia;4;2011
2020-12-31;Gissler;4;2020
2015-12-31;Philipp;36;2015
2022-12-31;Matzinger;4;2022
2021-12-31;Regard;4;2021
2018-12-31;Kübler;31;2018
2017-12-31;Tolaj;14;2017
2013-12-31;Brauchle;6;2013
2019-12-31;Kammer;5;2019
2019-12-31;Rabiot;4;2019
2012-12-31;Jolicor;4;2012
2011-12-31;Lauras;4;2011
2015-12-31;Zeier;17;2015
2017-12-31;Elmer;6;2017
2014-12-31;Wegner;9;2014
2011-12-31;Sauer;13;2011
2020-12-31;van Laarhoven;5;2020
2017-12-31;Nieto;7;2017
2021-12-31;Bader;89;2021
2013-12-31;Fleischer;5;2013
2014-12-31;Little;5;2014
2020-12-31;Romano;24;2020
2019-12-31;Breuer;8;2019
2011-12-31;Glavonjic;4;2011
2022-12-31;Derbent;4;2022
2022-12-31;Dombrowski;7;2022
2011-12-31;Milinovic;8;2011
2018-12-31;Cedeno;5;2018
2019-12-31;Blagojevic;5;2019
2016-12-31;Tobler;69;2016
2016-12-31;Guerreiro;4;2016
2011-12-31;Couttet;4;2011
2017-12-31;Moriarty;4;2017
2015-12-31;Birkmose;4;2015
2013-12-31;Höferlin;5;2013
2013-12-31;Eha;8;2013
2013-12-31;Nobs;19;2013
2018-12-31;Lengweiler;4;2018
2014-12-31;Dzeladini;7;2014
2014-12-31;Recinos;6;2014
2014-12-31;Rüedi;35;2014
2021-12-31;Ramalingam;7;2021
2014-12-31;Looser;17;2014
2013-12-31;Bryner;6;2013
2019-12-31;Hussien;4;2019
2021-12-31;Grossen;10;2021
2015-12-31;Rupp;25;2015
2012-12-31;Kellermann;4;2012
2018-12-31;Herrenschmidt;4;2018
2014-12-31;Strauch;8;2014
2015-12-31;Suntheralingam;4;2015
2016-12-31;Jost;97;2016
2017-12-31;Santoli;4;2017
2019-12-31;Mayor;6;2019
2015-12-31;Strunden;4;2015
2012-12-31;Segessemann;5;2012
2019-12-31;Helke;6;2019
2020-12-31;Luvuezo;6;2020
2020-12-31;Ucmaz;4;2020
2022-12-31;Nitzer;5;2022
2012-12-31;Dias;81;2012
2017-12-31;Leonard;4;2017
2018-12-31;Grauwiler;19;2018
2017-12-31;Feuermann;9;2017
2017-12-31;Kina;14;2017
2015-12-31;Kellerhals;14;2015
2017-12-31;Suganthakumar;4;2017
2022-12-31;Pessi;5;2022
2020-12-31;Ursprung;10;2020
2014-12-31;Ramirez;21;2014
2012-12-31;Muhaxheri;4;2012
2011-12-31;Leitz;4;2011
2013-12-31;Stabback;4;2013
2011-12-31;Klingele;9;2011
2013-12-31;Bravi;5;2013
2020-12-31;Obichukwu;6;2020
2018-12-31;Weitnauer;5;2018
2011-12-31;Kamermans;6;2011
2020-12-31;Schweighoffer;4;2020
2020-12-31;Herde;4;2020
2019-12-31;Gazzola;6;2019
2011-12-31;Sayin;5;2011
2015-12-31;Scheuer;4;2015
2018-12-31;Weyermann;6;2018
2018-12-31;Bunga;9;2018
2013-12-31;Bekteshi;20;2013
2021-12-31;de Weck;7;2021
2013-12-31;Kandiah;18;2013
2012-12-31;Barone;6;2012
2021-12-31;Knapp;13;2021
2021-12-31;Aenis;6;2021
2020-12-31;Pandza;4;2020
2019-12-31;Jaberg;7;2019
2020-12-31;Studer;222;2020
2019-12-31;Belart;5;2019
2015-12-31;Winterhalter;5;2015
2011-12-31;Bahtiri;4;2011
2022-12-31;Smolyn;4;2022
2019-12-31;Zopfi;7;2019
2021-12-31;Bajraj;8;2021
2022-12-31;Mensah;5;2022
2020-12-31;Vukovic;14;2020
2018-12-31;Okamoto;6;2018
2012-12-31;Schmidt;233;2012
2020-12-31;Arnoldi;8;2020
2020-12-31;Mosharaf;6;2020
2021-12-31;Rubitschung;6;2021
2017-12-31;Nigam;5;2017
2017-12-31;Uka;5;2017
2019-12-31;Regli;11;2019
2018-12-31;Özkan;27;2018
2015-12-31;Colloca;5;2015
2017-12-31;Matthys;4;2017
2022-12-31;Battegay;15;2022
2012-12-31;Akdeniz;20;2012
2015-12-31;Kury;13;2015
2022-12-31;Pensa;7;2022
2011-12-31;Kusa;4;2011
2020-12-31;Pace;6;2020
2019-12-31;Balasubramaniam;11;2019
2015-12-31;Molloy;4;2015
2011-12-31;Brack;24;2011
2017-12-31;Knuchel;5;2017
2016-12-31;Willareth;7;2016
2013-12-31;Schultz;24;2013
2021-12-31;Görgülü;10;2021
2013-12-31;Bolinger;8;2013
2018-12-31;Quaresma;4;2018
2011-12-31;Olemo;4;2011
2018-12-31;Cerkezoglu;6;2018
2018-12-31;Glättli;9;2018
2019-12-31;Uykun;4;2019
2016-12-31;Jesse;8;2016
2015-12-31;Jakovljevic;6;2015
2011-12-31;Cita;4;2011
2012-12-31;Dursun;19;2012
2021-12-31;Holman;7;2021
2017-12-31;Denk;4;2017
2022-12-31;Thiele;24;2022
2022-12-31;Blom;4;2022
2021-12-31;Muntean;5;2021
2021-12-31;Flum;5;2021
2017-12-31;Demirarslan;12;2017
2017-12-31;Soteras;4;2017
2022-12-31;Berto;4;2022
2016-12-31;Ivanov;11;2016
2013-12-31;Lewin;5;2013
2014-12-31;Amacher;8;2014
2022-12-31;Günthardt;7;2022
2020-12-31;Grosse;10;2020
2018-12-31;Marton;4;2018
2017-12-31;Gisiger;10;2017
2022-12-31;Bischof;47;2022
2011-12-31;Gozzoli;5;2011
2017-12-31;Bischoff;20;2017
2019-12-31;Camerini;6;2019
2016-12-31;Lara;5;2016
2014-12-31;Chakravarty;5;2014
2013-12-31;Frech;14;2013
2018-12-31;Denicola;6;2018
2018-12-31;Leon;4;2018
2011-12-31;Ly;7;2011
2019-12-31;Strohmeier;12;2019
2017-12-31;Merkofer;10;2017
2018-12-31;Gwandiwa;5;2018
2012-12-31;Jani;4;2012
2012-12-31;Arabin;5;2012
2012-12-31;Myers;5;2012
2020-12-31;Beimler;6;2020
2019-12-31;de Filippo;7;2019
2018-12-31;Dreyfuss;6;2018
2019-12-31;Obrist;50;2019
2019-12-31;Tairi;14;2019
2016-12-31;Jaques;8;2016
2021-12-31;Waeber;5;2021
2012-12-31;Sarkar;5;2012
2017-12-31;Kanber;5;2017
2017-12-31;Jerochim;5;2017
2015-12-31;Reiff;5;2015
2021-12-31;Arber;22;2021
2021-12-31;Delidag;10;2021
2022-12-31;Schwitzer;4;2022
2016-12-31;Glanzmann;60;2016
2015-12-31;Naujoks;5;2015
2013-12-31;Benninger;9;2013
2016-12-31;Andresen;5;2016
2013-12-31;Boessinger;6;2013
2018-12-31;Luty;4;2018
2011-12-31;Lain;4;2011
2020-12-31;Bialek;4;2020
2016-12-31;Bonarrigo;9;2016
2013-12-31;Andermatt;8;2013
2016-12-31;Cech;8;2016
2016-12-31;Cristofaro;14;2016
2016-12-31;Tayfuroglu;13;2016
2018-12-31;Fuhrmann;9;2018
2012-12-31;Golder;4;2012
2017-12-31;Krick;4;2017
2015-12-31;Maître;9;2015
2015-12-31;Maitre;5;2015
2020-12-31;Anania;13;2020
2016-12-31;Nahum;4;2016
2012-12-31;Pettina;4;2012
2021-12-31;Morillo;8;2021
2022-12-31;Bärlocher;9;2022
2016-12-31;Stäger;11;2016
2016-12-31;Caamano;5;2016
2020-12-31;Ait;11;2020
2018-12-31;Benecke;4;2018
2011-12-31;Cvetanovic;6;2011
2020-12-31;Moon;4;2020
2016-12-31;Spring;37;2016
2016-12-31;Canaj;7;2016
2011-12-31;Donadei;4;2011
2013-12-31;Sachs;12;2013
2012-12-31;Altunbas;4;2012
2011-12-31;Speranza;7;2011
2016-12-31;Bing;4;2016
2022-12-31;Gritti;5;2022
2012-12-31;Ulrich;52;2012
2014-12-31;Favre;13;2014
2018-12-31;Beganovic;4;2018
2016-12-31;Burri;126;2016
2022-12-31;Korolija;5;2022
2013-12-31;Keleser;5;2013
2017-12-31;Ng;8;2017
2019-12-31;Vaterlaus;7;2019
2016-12-31;Zanetti;9;2016
2015-12-31;Negovanovic;4;2015
2017-12-31;Selami;10;2017
2014-12-31;Böttcher;7;2014
2021-12-31;Alemdar;9;2021
2013-12-31;Stanic;9;2013
2013-12-31;Valente;14;2013
2011-12-31;David;17;2011
2020-12-31;Giess;5;2020
2011-12-31;Jacinto;5;2011
2011-12-31;Kastner;5;2011
2021-12-31;Ruof;4;2021
2018-12-31;Reiwald;4;2018
2020-12-31;Grab;4;2020
2019-12-31;Schlachter;9;2019
2021-12-31;Gaille;5;2021
2018-12-31;Salemi;4;2018
2022-12-31;Haisch;4;2022
2018-12-31;De Marco;17;2018
2011-12-31;Kizilkaya;7;2011
2012-12-31;Büsch;8;2012
2012-12-31;Wyss;263;2012
2015-12-31;Davidson;5;2015
2015-12-31;Roniger;4;2015
2012-12-31;Popov;4;2012
2020-12-31;Renold;5;2020
2011-12-31;Atashi;4;2011
2020-12-31;Guraziu;5;2020
2016-12-31;Heidmann;4;2016
2018-12-31;John;29;2018
2017-12-31;Sarioglu;25;2017
2021-12-31;Comte;4;2021
2019-12-31;Fusek;4;2019
2016-12-31;Stirnemann;4;2016
2020-12-31;Schmitt;67;2020
2019-12-31;Lasry;7;2019
2015-12-31;Brielmann;7;2015
2015-12-31;Mauchle;4;2015
2021-12-31;Reichert;24;2021
2014-12-31;Wroblewski;4;2014
2022-12-31;de Oliveira;41;2022
2022-12-31;Dysli;9;2022
2018-12-31;Grifone;8;2018
2018-12-31;Wehrmüller;4;2018
2021-12-31;Rusconi;7;2021
2016-12-31;Lips;18;2016
2012-12-31;Augsburger;5;2012
2021-12-31;Sick;6;2021
2018-12-31;Kunze;11;2018
2015-12-31;Rüger;17;2015
2019-12-31;Planchenault;4;2019
2012-12-31;Rapp;21;2012
2013-12-31;Herrero;7;2013
2020-12-31;Gligorov;6;2020
2017-12-31;Studach;4;2017
2018-12-31;Kaim;5;2018
2020-12-31;Luhmann;4;2020
2019-12-31;Mikaiel;7;2019
2014-12-31;Chan;23;2014
2021-12-31;Gabbassi;6;2021
2022-12-31;Dettwiler;68;2022
2022-12-31;Mosimann;47;2022
2013-12-31;Ardüser;12;2013
2022-12-31;Cardinale;7;2022
2016-12-31;Situm;13;2016
2016-12-31;Schultze;19;2016
2018-12-31;Eberhardt;20;2018
2020-12-31;D'Ercole;5;2020
2020-12-31;Schaer;4;2020
2018-12-31;Halmer;4;2018
2015-12-31;De Caro;7;2015
2016-12-31;Bonhôte;8;2016
2015-12-31;Burkhalter;47;2015
2016-12-31;Aeberhardt;4;2016
2012-12-31;Barella;5;2012
2013-12-31;Dörfliger;4;2013
2013-12-31;Marchal;8;2013
2018-12-31;Ximenes;6;2018
2015-12-31;Tulic;4;2015
2012-12-31;Pohl;17;2012
2018-12-31;D'Alessandro;13;2018
2020-12-31;Kirchhofer;34;2020
2015-12-31;Reichelt;4;2015
2011-12-31;Laszlo;10;2011
2017-12-31;Sarr;4;2017
2016-12-31;Oechslin;11;2016
2013-12-31;Gorgoni;4;2013
2015-12-31;Strübin;18;2015
2016-12-31;Schluep;15;2016
2018-12-31;Kastner;6;2018
2015-12-31;Useini;16;2015
2020-12-31;Baus;6;2020
2021-12-31;Bucolo;6;2021
2016-12-31;Bingham;4;2016
2019-12-31;Spühler;13;2019
2021-12-31;Dürring;10;2021
2014-12-31;Schlienger;22;2014
2011-12-31;Lehni;4;2011
2013-12-31;Gisin;49;2013
2014-12-31;Sonanini;4;2014
2013-12-31;Lardon;9;2013
2016-12-31;Seglias;4;2016
2018-12-31;Stibler;6;2018
2020-12-31;Radisa;7;2020
2020-12-31;von Scarpatetti;4;2020
2019-12-31;Da Cunha;21;2019
2013-12-31;Valentini;5;2013
2022-12-31;Birkmose;4;2022
2013-12-31;Stazic;6;2013
2014-12-31;Bollhalder;8;2014
2020-12-31;Dongiovanni;12;2020
2021-12-31;Alaimo;4;2021
2021-12-31;Slisarenko;5;2021
2015-12-31;Delley;5;2015
2011-12-31;Gnos;6;2011
2020-12-31;Meury;33;2020
2017-12-31;Juhasz;8;2017
